product,type,quantity,selling_price,cost_price,shipping,fees,date,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
Bluetooth Speaker,purchase,94.0,0.0,3114.0,35.0,0.0,21-10-2023,,,,
Mechanical Keyboard,purchase,94.0,0.0,4347.0,34.0,0.0,14-07-2023,,,,
External SSD,sale,2.0,4991.431673283366,3470.0,24.0,99.82863346566732,17-08-2023,,,,
Bluetooth Speaker,sale,2.0,5131.71141604743,4000.0,31.0,102.63422832094861,08-04-2023,,,,
Mechanical Keyboard,sale,4.0,1574.177989027256,1147.0,24.0,31.48355978054512,16-11-2023,,,,
Mechanical Keyboard,sale,1.0,5431.449629981141,3858.0,7.0,108.62899259962282,07-07-2023,,,,
External SSD,sale,4.0,8169.984340734017,4745.0,29.0,163.39968681468034,14-05-2023,,,,
USB-C Hub,purchase,93.0,0.0,2867.0,46.0,0.0,05-08-2023,,,,
External SSD,purchase,40.0,0.0,3750.0,126.0,0.0,11-01-2023,,,,
Gaming Monitor,sale,2.0,6422.982585636915,3830.0,42.0,128.45965171273832,05-03-2023,,,,
Mechanical Keyboard,sale,3.0,1105.4557889134492,814.0,20.0,22.109115778268983,01-01-2023,,,,
USB-C Hub,sale,4.0,2582.829996995863,1629.0,37.0,51.656599939917264,03-08-2023,,,,
Bluetooth Speaker,sale,2.0,2860.5504291276516,2109.0,21.0,57.211008582553035,11-04-2023,,,,
Noise Cancelling Headphones,purchase,34.0,0.0,4582.0,50.0,0.0,18-05-2023,,,,
Mechanical Keyboard,sale,1.0,2779.7303297538124,1606.0,6.0,55.59460659507625,12-07-2023,,,,
Wireless Mouse,sale,2.0,8025.5419256142795,4911.0,27.0,160.5108385122856,15-09-2023,,,,
Bluetooth Speaker,sale,4.0,7072.196501671564,4702.0,36.0,141.4439300334313,04-09-2023,,,,
Mechanical Keyboard,sale,4.0,1990.266446200297,1391.0,18.0,39.80532892400594,29-06-2023,,,,
USB-C Hub,sale,3.0,3143.2396524571363,2576.0,41.0,62.864793049142726,06-03-2023,,,,
Noise Cancelling Headphones,sale,2.0,3236.628654540321,1956.0,42.0,64.73257309080643,24-09-2023,,,,
Webcam,sale,2.0,6524.267060323415,3682.0,47.0,130.4853412064683,13-04-2023,,,,
Bluetooth Speaker,sale,1.0,4796.16291848838,3944.0,9.0,95.9232583697676,15-07-2023,,,,
Bluetooth Speaker,purchase,23.0,0.0,2280.0,31.0,0.0,14-12-2023,,,,
Mechanical Keyboard,sale,3.0,2367.059343155408,1441.0,30.0,47.34118686310816,09-09-2023,,,,
Bluetooth Speaker,purchase,66.0,0.0,4762.0,71.0,0.0,29-11-2023,,,,
Ethernet Adapter,purchase,75.0,0.0,606.0,88.0,0.0,28-03-2023,,,,
Noise Cancelling Headphones,purchase,61.0,0.0,2204.0,69.0,0.0,16-12-2023,,,,
Laptop Stand,sale,2.0,4365.979733780225,2742.0,11.0,87.31959467560449,16-11-2023,,,,
Gaming Monitor,sale,1.0,1799.0862347099387,1014.0,27.0,35.981724694198775,31-12-2023,,,,
Webcam,sale,3.0,4324.225235776081,2752.0,28.0,86.48450471552162,25-07-2023,,,,
Bluetooth Speaker,sale,4.0,3053.206201364725,1895.0,14.0,61.064124027294504,17-11-2023,,,,
External SSD,sale,3.0,3961.744798784457,2708.0,5.0,79.23489597568914,04-12-2023,,,,
Laptop Stand,sale,1.0,5179.302202591282,2915.0,35.0,103.58604405182565,27-03-2023,,,,
Wireless Mouse,sale,4.0,2196.0209830183567,1693.0,39.0,43.92041966036714,09-08-2023,,,,
Laptop Stand,sale,2.0,4713.301803012657,3341.0,12.0,94.26603606025314,27-09-2023,,,,
Laptop Stand,sale,3.0,1758.647744003337,1141.0,38.0,35.17295488006674,27-12-2023,,,,
External SSD,purchase,28.0,0.0,1519.0,101.0,0.0,22-07-2023,,,,
Bluetooth Speaker,purchase,89.0,0.0,3849.0,75.0,0.0,31-12-2023,,,,
Ethernet Adapter,sale,2.0,3018.145137429075,2056.0,26.0,60.362902748581504,28-02-2023,,,,
Noise Cancelling Headphones,sale,3.0,3438.267460466443,2115.0,11.0,68.76534920932886,14-01-2023,,,,
Bluetooth Speaker,sale,3.0,3319.9286113491958,2181.0,12.0,66.39857222698392,22-09-2023,,,,
Mechanical Keyboard,purchase,35.0,0.0,3901.0,131.0,0.0,14-07-2023,,,,
USB-C Hub,sale,1.0,3867.03242387684,3004.0,27.0,77.3406484775368,26-01-2023,,,,
Bluetooth Speaker,sale,4.0,6390.388261361354,3927.0,15.0,127.80776522722708,13-05-2023,,,,
Webcam,sale,4.0,6984.949691101611,4371.0,39.0,139.69899382203224,22-12-2023,,,,
Laptop Stand,purchase,74.0,0.0,4145.0,72.0,0.0,20-04-2023,,,,
Wireless Mouse,sale,4.0,1418.2962436761602,1043.0,21.0,28.365924873523205,15-01-2023,,,,
Mechanical Keyboard,purchase,16.0,0.0,2177.0,44.0,0.0,05-01-2023,,,,
Wireless Mouse,sale,1.0,8594.699059440583,4805.0,24.0,171.89398118881167,12-07-2023,,,,
Ethernet Adapter,sale,2.0,2730.850813466579,1564.0,10.0,54.61701626933158,07-10-2023,,,,
Wireless Mouse,sale,4.0,3645.1441714912617,2394.0,28.0,72.90288342982524,15-07-2023,,,,
Laptop Stand,sale,2.0,2931.1473611612596,2422.0,12.0,58.6229472232252,07-08-2023,,,,
Wireless Mouse,sale,2.0,4481.605232732065,3158.0,20.0,89.6321046546413,01-01-2023,,,,
Wireless Mouse,sale,3.0,1863.9108515283024,1265.0,40.0,37.27821703056605,12-07-2023,,,,
Laptop Stand,sale,1.0,5260.94171402745,3078.0,19.0,105.218834280549,07-07-2023,,,,
USB-C Hub,sale,3.0,2242.299065906609,1588.0,28.0,44.84598131813218,28-09-2023,,,,
Webcam,sale,4.0,1488.570881141625,1216.0,5.0,29.7714176228325,21-04-2023,,,,
Wireless Mouse,sale,1.0,4351.113377223633,3361.0,44.0,87.02226754447265,07-06-2023,,,,
Wireless Mouse,sale,2.0,686.0261892904133,529.0,20.0,13.720523785808266,28-03-2023,,,,
Webcam,sale,2.0,5194.935808920254,2955.0,16.0,103.89871617840508,30-01-2023,,,,
Laptop Stand,sale,3.0,7795.993794331244,4420.0,44.0,155.91987588662488,12-08-2023,,,,
Webcam,sale,4.0,1976.6541704703122,1169.0,21.0,39.533083409406245,26-12-2023,,,,
Bluetooth Speaker,sale,2.0,2827.5626029525693,1818.0,40.0,56.551252059051386,25-07-2023,,,,
Gaming Monitor,sale,2.0,5288.318254976828,3353.0,17.0,105.76636509953656,03-06-2023,,,,
Noise Cancelling Headphones,sale,3.0,3883.1007266872493,2622.0,31.0,77.662014533745,09-06-2023,,,,
USB-C Hub,sale,2.0,1436.6187964732787,1173.0,36.0,28.732375929465576,14-02-2023,,,,
Bluetooth Speaker,sale,3.0,1646.2456352897495,1273.0,43.0,32.924912705794995,25-01-2023,,,,
Ethernet Adapter,purchase,37.0,0.0,4550.0,114.0,0.0,24-12-2023,,,,
External SSD,purchase,57.0,0.0,2392.0,94.0,0.0,27-06-2023,,,,
Ethernet Adapter,purchase,31.0,0.0,1046.0,143.0,0.0,18-08-2023,,,,
Webcam,sale,2.0,7391.459091705945,4667.0,36.0,147.8291818341189,22-03-2023,,,,
Mechanical Keyboard,sale,1.0,1098.334741236884,914.0,37.0,21.96669482473768,28-06-2023,,,,
Gaming Monitor,sale,2.0,1743.272198554955,1188.0,7.0,34.8654439710991,11-01-2023,,,,
Ethernet Adapter,sale,4.0,6625.996363722765,4295.0,41.0,132.51992727445528,30-08-2023,,,,
Noise Cancelling Headphones,sale,1.0,4008.860324892086,3111.0,17.0,80.17720649784172,05-11-2023,,,,
External SSD,sale,3.0,1340.1644429652715,1098.0,6.0,26.803288859305432,03-01-2023,,,,
Laptop Stand,sale,1.0,6399.898406811767,3849.0,27.0,127.99796813623534,12-09-2023,,,,
Mechanical Keyboard,sale,3.0,798.1365862495046,593.0,39.0,15.962731724990093,03-09-2023,,,,
USB-C Hub,sale,4.0,3656.2927751004927,2184.0,24.0,73.12585550200986,02-01-2023,,,,
Mechanical Keyboard,sale,3.0,5112.560888102773,3961.0,16.0,102.25121776205546,21-07-2023,,,,
Noise Cancelling Headphones,purchase,6.0,0.0,3018.0,87.0,0.0,24-09-2023,,,,
Ethernet Adapter,sale,4.0,4798.940650977906,3319.0,12.0,95.97881301955813,26-07-2023,,,,
External SSD,sale,1.0,3246.9718899502877,2684.0,44.0,64.93943779900576,11-06-2023,,,,
Webcam,sale,1.0,7860.194680143233,4492.0,42.0,157.20389360286467,06-03-2023,,,,
Webcam,sale,2.0,5715.514801864489,4258.0,6.0,114.31029603728977,01-08-2023,,,,
Wireless Mouse,sale,3.0,6174.283140967436,3655.0,23.0,123.48566281934873,31-07-2023,,,,
USB-C Hub,purchase,69.0,0.0,3720.0,133.0,0.0,31-07-2023,,,,
Gaming Monitor,sale,3.0,7137.163141774028,4119.0,46.0,142.74326283548058,20-07-2023,,,,
Wireless Mouse,purchase,36.0,0.0,4788.0,42.0,0.0,16-05-2023,,,,
Noise Cancelling Headphones,purchase,60.0,0.0,3606.0,65.0,0.0,16-05-2023,,,,
Laptop Stand,sale,2.0,2047.0198547165894,1487.0,36.0,40.940397094331786,24-10-2023,,,,
Wireless Mouse,sale,2.0,6737.790788264758,4652.0,11.0,134.75581576529515,02-02-2023,,,,
Laptop Stand,purchase,32.0,0.0,4275.0,112.0,0.0,01-05-2023,,,,
Gaming Monitor,sale,1.0,1554.1150099870317,960.0,26.0,31.082300199740637,30-07-2023,,,,
External SSD,sale,2.0,2609.3820649023332,2153.0,21.0,52.187641298046664,06-02-2023,,,,
Bluetooth Speaker,sale,2.0,7071.994217294628,4926.0,35.0,141.43988434589255,27-06-2023,,,,
Noise Cancelling Headphones,purchase,11.0,0.0,950.0,102.0,0.0,24-06-2023,,,,
External SSD,sale,2.0,1687.3539478527402,1291.0,47.0,33.7470789570548,25-11-2023,,,,
Bluetooth Speaker,purchase,67.0,0.0,4907.0,77.0,0.0,27-11-2023,,,,
External SSD,purchase,80.0,0.0,1527.0,94.0,0.0,01-03-2023,,,,
Mechanical Keyboard,sale,4.0,3544.418980175185,2560.0,29.0,70.88837960350371,22-09-2023,,,,
Webcam,sale,3.0,3945.991784075707,2229.0,5.0,78.91983568151414,23-08-2023,,,,
Ethernet Adapter,purchase,25.0,0.0,4267.0,77.0,0.0,27-09-2023,,,,
Wireless Mouse,sale,4.0,7120.218805589062,4814.0,32.0,142.40437611178123,06-12-2023,,,,
Laptop Stand,sale,3.0,3838.160915599272,3076.0,17.0,76.76321831198544,30-04-2023,,,,
USB-C Hub,sale,3.0,2518.236373797516,1425.0,44.0,50.364727475950325,04-08-2023,,,,
Bluetooth Speaker,purchase,59.0,0.0,3517.0,78.0,0.0,24-05-2023,,,,
External SSD,sale,4.0,1894.836273254203,1555.0,29.0,37.89672546508406,05-04-2023,,,,
Mechanical Keyboard,purchase,64.0,0.0,2642.0,11.0,0.0,25-05-2023,,,,
Ethernet Adapter,sale,1.0,6662.483015162428,4330.0,33.0,133.24966030324856,12-07-2023,,,,
Bluetooth Speaker,sale,3.0,2683.360946969137,1957.0,19.0,53.667218939382735,16-04-2023,,,,
Ethernet Adapter,sale,3.0,5445.116135182362,3341.0,31.0,108.90232270364724,01-06-2023,,,,
Webcam,purchase,14.0,0.0,749.0,118.0,0.0,14-11-2023,,,,
Noise Cancelling Headphones,sale,4.0,3515.2971858345545,2153.0,41.0,70.30594371669109,14-05-2023,,,,
External SSD,sale,1.0,6451.123651055215,4555.0,29.0,129.0224730211043,16-10-2023,,,,
Wireless Mouse,sale,2.0,4547.283664443887,3553.0,27.0,90.94567328887773,15-07-2023,,,,
Mechanical Keyboard,sale,1.0,6191.004206665493,4398.0,8.0,123.82008413330986,01-11-2023,,,,
Ethernet Adapter,purchase,21.0,0.0,3797.0,15.0,0.0,11-04-2023,,,,
Webcam,sale,2.0,6620.7111465212565,4621.0,25.0,132.41422293042513,01-02-2023,,,,
Webcam,sale,2.0,2186.852040688989,1428.0,6.0,43.73704081377978,09-06-2023,,,,
Gaming Monitor,purchase,45.0,0.0,3981.0,137.0,0.0,16-03-2023,,,,
Ethernet Adapter,sale,1.0,2805.6133680347507,1581.0,9.0,56.112267360695014,26-03-2023,,,,
Bluetooth Speaker,purchase,87.0,0.0,3388.0,65.0,0.0,28-01-2023,,,,
Wireless Mouse,sale,2.0,6098.4306155866,4895.0,35.0,121.968612311732,14-01-2023,,,,
Wireless Mouse,sale,3.0,5336.0251759233115,3996.0,45.0,106.72050351846623,22-10-2023,,,,
Laptop Stand,sale,3.0,4348.560457500301,2423.0,36.0,86.97120915000602,07-02-2023,,,,
Mechanical Keyboard,sale,4.0,5338.349682750988,3211.0,34.0,106.76699365501976,11-08-2023,,,,
USB-C Hub,sale,4.0,4252.704029181195,3388.0,31.0,85.05408058362391,19-06-2023,,,,
Mechanical Keyboard,sale,4.0,2041.6680422644843,1470.0,18.0,40.83336084528968,05-09-2023,,,,
Laptop Stand,purchase,87.0,0.0,1637.0,77.0,0.0,08-03-2023,,,,
Noise Cancelling Headphones,sale,1.0,8361.666633876821,4864.0,14.0,167.23333267753642,22-07-2023,,,,
Mechanical Keyboard,sale,3.0,2549.456809248035,1856.0,47.0,50.9891361849607,13-10-2023,,,,
External SSD,sale,2.0,3941.57624279233,3097.0,22.0,78.83152485584661,20-03-2023,,,,
Webcam,sale,1.0,4977.709396942599,2853.0,13.0,99.55418793885198,06-05-2023,,,,
Webcam,sale,1.0,741.9292260235896,505.0,25.0,14.838584520471793,06-04-2023,,,,
Gaming Monitor,sale,4.0,4370.091413658986,3287.0,25.0,87.40182827317973,07-09-2023,,,,
Webcam,purchase,66.0,0.0,1403.0,24.0,0.0,05-12-2023,,,,
Wireless Mouse,sale,2.0,2767.2674646932946,1661.0,43.0,55.345349293865894,15-04-2023,,,,
Ethernet Adapter,sale,4.0,5364.261014032935,3051.0,17.0,107.2852202806587,04-03-2023,,,,
Bluetooth Speaker,sale,2.0,2660.0272541034155,1739.0,49.0,53.20054508206831,06-04-2023,,,,
Laptop Stand,purchase,27.0,0.0,2259.0,22.0,0.0,23-10-2023,,,,
Mechanical Keyboard,purchase,72.0,0.0,3551.0,127.0,0.0,01-04-2023,,,,
Noise Cancelling Headphones,sale,1.0,7533.079976246297,4555.0,40.0,150.66159952492595,03-07-2023,,,,
USB-C Hub,sale,3.0,705.0562190335256,565.0,34.0,14.101124380670512,04-07-2023,,,,
External SSD,sale,3.0,3963.8643421696797,3159.0,43.0,79.2772868433936,23-12-2023,,,,
Noise Cancelling Headphones,sale,2.0,3831.8719590642777,2478.0,19.0,76.63743918128556,21-07-2023,,,,
Gaming Monitor,purchase,41.0,0.0,4896.0,143.0,0.0,24-06-2023,,,,
Webcam,sale,4.0,2484.8970058285895,1595.0,11.0,49.69794011657179,27-02-2023,,,,
Bluetooth Speaker,sale,2.0,1369.5348019079422,860.0,40.0,27.390696038158843,20-12-2023,,,,
External SSD,purchase,68.0,0.0,4080.0,59.0,0.0,05-05-2023,,,,
Webcam,sale,1.0,5415.98539308615,3560.0,9.0,108.319707861723,02-09-2023,,,,
USB-C Hub,sale,2.0,3320.7410926724497,2711.0,17.0,66.414821853449,20-05-2023,,,,
Ethernet Adapter,purchase,16.0,0.0,3635.0,78.0,0.0,26-05-2023,,,,
Webcam,sale,1.0,5127.644661416443,3830.0,31.0,102.55289322832887,18-02-2023,,,,
USB-C Hub,sale,2.0,3977.5609945825345,3288.0,36.0,79.55121989165069,10-09-2023,,,,
Bluetooth Speaker,purchase,35.0,0.0,664.0,60.0,0.0,24-01-2023,,,,
External SSD,sale,2.0,6119.296703002536,4855.0,19.0,122.38593406005072,30-11-2023,,,,
USB-C Hub,purchase,39.0,0.0,549.0,11.0,0.0,24-10-2023,,,,
Wireless Mouse,sale,3.0,1618.5692887981434,1024.0,39.0,32.37138577596287,11-10-2023,,,,
Bluetooth Speaker,purchase,29.0,0.0,4555.0,126.0,0.0,19-06-2023,,,,
Bluetooth Speaker,purchase,72.0,0.0,2822.0,122.0,0.0,10-01-2023,,,,
Laptop Stand,purchase,12.0,0.0,4136.0,11.0,0.0,25-03-2023,,,,
Mechanical Keyboard,sale,4.0,4509.319677547153,2590.0,32.0,90.18639355094307,29-06-2023,,,,
Bluetooth Speaker,purchase,19.0,0.0,1097.0,102.0,0.0,14-11-2023,,,,
Noise Cancelling Headphones,sale,4.0,1112.0481036674826,898.0,8.0,22.240962073349653,23-09-2023,,,,
USB-C Hub,purchase,38.0,0.0,3856.0,117.0,0.0,12-05-2023,,,,
Wireless Mouse,sale,4.0,3679.6591226151886,2948.0,29.0,73.59318245230378,11-01-2023,,,,
Mechanical Keyboard,sale,2.0,2097.1902965199242,1568.0,9.0,41.94380593039848,30-05-2023,,,,
USB-C Hub,purchase,12.0,0.0,3289.0,26.0,0.0,03-01-2023,,,,
Mechanical Keyboard,sale,3.0,1199.7891635413437,830.0,44.0,23.995783270826873,22-12-2023,,,,
Laptop Stand,sale,4.0,5673.891379977359,3929.0,11.0,113.47782759954718,10-10-2023,,,,
Noise Cancelling Headphones,sale,4.0,4225.954852517464,3320.0,24.0,84.51909705034929,23-08-2023,,,,
Webcam,purchase,42.0,0.0,1112.0,92.0,0.0,19-09-2023,,,,
Gaming Monitor,sale,2.0,3496.647882372944,2749.0,24.0,69.93295764745888,16-02-2023,,,,
Laptop Stand,purchase,49.0,0.0,4522.0,98.0,0.0,05-12-2023,,,,
Ethernet Adapter,sale,1.0,6532.415216535533,3825.0,34.0,130.64830433071066,01-10-2023,,,,
Gaming Monitor,sale,4.0,1546.6982963085093,1087.0,22.0,30.933965926170185,02-01-2023,,,,
External SSD,sale,4.0,1765.3343851799375,1065.0,10.0,35.30668770359875,29-01-2023,,,,
USB-C Hub,sale,4.0,7329.756858480213,4404.0,46.0,146.59513716960427,02-09-2023,,,,
Wireless Mouse,sale,4.0,1926.2472726386486,1406.0,26.0,38.524945452772975,13-09-2023,,,,
Ethernet Adapter,purchase,51.0,0.0,2697.0,148.0,0.0,01-03-2023,,,,
Noise Cancelling Headphones,sale,3.0,3392.298322002043,2445.0,11.0,67.84596644004085,11-07-2023,,,,
Wireless Mouse,sale,3.0,6270.188865664079,4975.0,26.0,125.40377731328158,07-04-2023,,,,
Gaming Monitor,sale,3.0,1878.326429080357,1328.0,42.0,37.56652858160714,03-11-2023,,,,
Gaming Monitor,sale,3.0,1767.0619402460738,1044.0,26.0,35.34123880492148,08-05-2023,,,,
Mechanical Keyboard,sale,2.0,5723.973601037812,3791.0,25.0,114.47947202075625,18-02-2023,,,,
Ethernet Adapter,sale,1.0,3100.4015280374338,2438.0,13.0,62.00803056074868,20-12-2023,,,,
Ethernet Adapter,sale,4.0,6150.233964142523,4842.0,28.0,123.00467928285047,10-11-2023,,,,
Mechanical Keyboard,sale,4.0,7807.760988678654,4664.0,5.0,156.1552197735731,11-05-2023,,,,
Wireless Mouse,sale,3.0,4400.383734053529,2972.0,11.0,88.00767468107058,31-01-2023,,,,
Noise Cancelling Headphones,purchase,5.0,0.0,4117.0,33.0,0.0,24-09-2023,,,,
Wireless Mouse,purchase,53.0,0.0,3456.0,102.0,0.0,12-08-2023,,,,
External SSD,sale,1.0,2164.0748735436155,1236.0,24.0,43.28149747087231,27-10-2023,,,,
Webcam,sale,4.0,6499.613292577911,3665.0,8.0,129.99226585155822,23-02-2023,,,,
External SSD,sale,3.0,5378.654638453783,3372.0,5.0,107.57309276907567,27-04-2023,,,,
Webcam,sale,4.0,3719.9678514877887,2342.0,14.0,74.39935702975578,26-08-2023,,,,
Bluetooth Speaker,sale,3.0,4653.778529847385,2681.0,6.0,93.0755705969477,29-09-2023,,,,
Webcam,purchase,51.0,0.0,3463.0,124.0,0.0,20-03-2023,,,,
Webcam,sale,2.0,959.164160039348,592.0,21.0,19.18328320078696,26-11-2023,,,,
Laptop Stand,sale,2.0,4260.162108749108,2636.0,16.0,85.20324217498215,25-01-2023,,,,
External SSD,sale,1.0,3378.8697922373226,2729.0,36.0,67.57739584474645,08-04-2023,,,,
External SSD,sale,3.0,1994.4926354890156,1182.0,10.0,39.889852709780314,13-12-2023,,,,
Bluetooth Speaker,purchase,72.0,0.0,3967.0,126.0,0.0,05-10-2023,,,,
Wireless Mouse,sale,4.0,4078.2433454677484,2525.0,22.0,81.56486690935498,22-09-2023,,,,
Webcam,sale,4.0,3980.157823627987,3229.0,35.0,79.60315647255975,13-06-2023,,,,
Gaming Monitor,sale,4.0,6137.682066863282,4569.0,49.0,122.75364133726563,31-10-2023,,,,
Webcam,sale,2.0,5070.997029152069,3885.0,25.0,101.4199405830414,23-05-2023,,,,
Noise Cancelling Headphones,sale,3.0,2553.6070503199862,1910.0,41.0,51.072141006399725,06-10-2023,,,,
Webcam,purchase,30.0,0.0,3934.0,74.0,0.0,28-11-2023,,,,
Laptop Stand,sale,4.0,3932.418329251248,2329.0,15.0,78.64836658502496,01-03-2023,,,,
Ethernet Adapter,purchase,26.0,0.0,1680.0,148.0,0.0,30-08-2023,,,,
USB-C Hub,sale,3.0,2047.0291222293763,1154.0,39.0,40.94058244458753,08-02-2023,,,,
Noise Cancelling Headphones,sale,1.0,7234.620543094512,4871.0,22.0,144.69241086189024,18-04-2023,,,,
